Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Time,,,,,
2010-02-11,81.36629486083984,81.45659523178706,79.951623495403,80.41816680044622,223591600
2010-02-12,81.29853820800781,81.34368550316134,80.14723625352036,80.50842609676671,304622100
2010-02-16,82.5777816772461,82.66055556609975,81.13301046618137,81.91559630742738,159317500
2010-02-17,82.96907806396484,83.08195207148557,82.57778227002771,82.9765987877252,168845100
2010-02-18,83.45818328857422,83.63125176707705,82.80351872912645,82.83361884299862,193708600
2010-02-19,83.6312484741211,83.95481750924432,83.04431062924863,83.23995849120928,222684900
2010-02-22,83.64631652832031,83.96235915717541,83.3979948595011,83.93978550383012,132346900
2010-02-23,82.63044738769531,83.67640198189324,82.41222586027857,83.42055961658319,207497000
2010-02-24,83.3905029296875,83.52595064686348,82.66811701841996,82.87881219157971,176350700
2010-02-25,83.277587890625,83.33778812218999,81.97579089383996,82.20153315069358,259634700
2010-02-26,83.33026123046875,83.61620945843039,82.85619732659927,83.3528348819373,173589300
2010-03-01,84.19563293457031,84.27840682912979,83.65384225782131,83.67641591251737,147709700
2010-03-02,84.42889404296875,84.83523701373724,84.27839919794798,84.55682097634778,160992400
2010-03-03,84.5041275024414,85.00829143081515,84.29342673112751,84.64709584957174,150785000
2010-03-04,84.75999450683594,84.88039498264338,84.30097773958872,84.61702037706726,135770400
2010-03-05,85.97149658203125,86.03921754356612,85.10613682490715,85.30931119153306,176118800
2010-03-08,85.98652648925781,86.17464788817114,85.83603166653096,85.97900576682811,114631200
2010-03-09,86.12954711914062,86.52836378172724,85.685583133548,85.730730456554,154556700
2010-03-10,86.51329040527344,86.7465591582246,86.0919002087137,86.16714763795495,186088800
2010-03-11,86.87446594238281,86.89704533431717,86.04673287609657,86.31010170523176,160791100
2010-03-12,86.88200378417969,87.26577312318251,86.64120857443511,87.25072019325499,162074800
2010-03-15,86.9045639038086,86.96476413212201,86.23485215159879,86.73149542366976,146816800
2010-03-16,87.59683990478516,87.67960802814602,86.90454888087481,87.14534401149314,168673000
2010-03-17,88.1160888671875,88.40203715463578,87.60439827708193,87.86024644264033,177468100
2010-03-18,88.07090759277344,88.24397605063722,87.71723847321395,88.12358135051576,196509100
2010-03-19,87.6251220703125,88.6224932281486,87.28510563819593,87.6251220703125,226641100
2010-03-22,88.0936050415039,88.25228287912785,87.07356699260308,87.1264576835934,184477800
2010-03-23,88.71318054199219,88.78873784044998,87.9349236503851,88.22204945503802,182941600
2010-03-24,88.2824935913086,88.7282914609873,87.33046123542641,88.38072326944503,196072600
2010-03-25,88.138916015625,89.28740169684929,88.0331346672748,88.87938545407653,223396300
2010-03-26,88.0860595703125,88.72074790704374,87.7384913242949,88.30517980979924,205808500
2010-03-29,88.64517211914062,88.8038441702518,88.1691559658071,88.53183329273202,134513500
2010-03-30,88.7055892944336,89.03049074223296,88.33535463775765,88.7509225033102,145772500
2010-03-31,88.40339660644531,88.79629805491557,88.1087190789294,88.36561507126515,161078700
2010-04-01,89.00788116455078,89.34789197826828,88.47896840863552,89.00788116455078,161215200
2010-04-05,89.73320770263672,89.79365007535024,89.09851378960552,89.34785803274819,105847600
2010-04-06,89.94477844238281,90.1034504936322,89.37809007449833,89.47631398299019,110384200
2010-04-07,89.43095397949219,90.18653824375646,89.01538032828665,89.76341290045661,184576300
2010-04-08,89.74078369140625,89.89190407573133,88.85675106055417,89.12120452730652,158704000
2010-04-09,90.33015441894531,90.36793019566663,89.7634658862409,89.92968968019161,133006500
2010-04-12,90.47368621826172,90.70792133271358,90.33768077797274,90.44346214656947,110279000
2010-04-13,90.54167938232422,90.70035141342134,89.9145429513322,90.3830073512271,125043600
2010-04-14,91.56929016113281,91.56929016113281,90.73059087966809,90.87414801903378,161609000
2010-04-15,91.64483642578125,91.85639914434329,91.38793472134755,91.41815879037809,144615300
2010-04-16,90.1865463256836,91.64482431698099,89.72563942200689,91.3199228236458,366786700
2010-04-19,90.52655792236328,90.61723011842929,89.51407767388915,89.92209390920965,217947800
2010-04-20,91.33502197265625,91.41058500930036,90.57188603147378,91.093235243486,157708000
2010-04-21,91.16883087158203,91.59951381702437,90.66258486248293,91.38794530929889,192910100
2010-04-22,91.44082641601562,91.55416523497532,90.00522059136557,90.52656993513726,115360300
2010-04-23,92.03775787353516,92.07553940922897,91.14616781889924,91.3804029638255,177335500
2010-04-26,91.6901626586914,92.27196585504569,91.59949622316182,92.06795484580151,143457300
2010-04-27,89.52165222167969,91.68261854294454,89.34786525387216,91.1612691688262,355853300
2010-04-28,90.20166015625,90.42833777346465,89.36296104306759,89.95232169489542,300674100
2010-04-29,91.3199691772461,91.50886535612263,90.72305656023775,90.74572317935832,193775000
2010-04-30,89.77098846435547,91.43327774656133,89.74832185274413,91.33504807670955,270000900
2010-05-03,90.93458557128906,91.18392981827863,90.06566231837657,90.20166774722071,182747900
2010-05-04,88.7962875366211,89.93722174100905,88.34293799142492,89.92211258751848,360353400
2010-05-05,88.26737976074219,89.00785509629462,87.62513409812195,88.07092617952996,328973200
2010-05-06,85.33570098876953,88.40337170052675,79.33635921842144,87.84424087823261,647356600
2010-05-07,84.0663070678711,85.96281942540257,82.66847732839176,85.10901127990773,637558800
2010-05-10,87.7686996459961,88.13893444262598,86.82421900637226,87.50424045517956,396159600
2010-05-11,87.51933288574219,88.67537596925496,86.82419669710914,86.94508719029926,317849800
2010-05-12,88.743408203125,88.87186196515974,87.71581269476484,87.86693307226072,235607100
2010-05-13,87.64020538330078,88.9171444624538,87.56464811999017,88.50157086727096,234452500
2010-05-14,86.05352020263672,87.14156375209222,85.28282653154065,86.98289169523869,345601400
2010-05-17,86.09883117675781,86.52951400966535,84.45165712438936,86.28772725723745,325739800
2010-05-18,84.92769622802734,87.05844421907625,84.64812789672247,86.80154249969976,360556800
2010-05-19,84.44412231445312,85.2072584816144,83.38630289934939,84.45167400863346,394742700
2010-05-20,81.25555419921875,83.03117654212741,81.20266351716282,82.64582685020446,530418300
2010-05-21,82.44182586669922,82.645831146763,79.60838397071602,80.02395775465448,500909400
2010-05-24,81.38400268554688,82.65338482750491,81.3084453913718,81.99602426241255,269823000
2010-05-25,81.46711730957031,81.50489883892405,78.867904888568,79.41948408801169,396505200
2010-05-26,80.9759750366211,82.71382138247706,80.73418827033821,81.96579447501614,349719300
2010-05-27,83.68850708007812,83.71873113964615,82.19244783703562,82.5022401241204,300870500
2010-05-28,82.6383056640625,83.65834391722899,82.24539836832241,83.59789575409141,297933500
2010-06-01,81.24800109863281,83.07651422167967,81.1271105751569,81.86758016365911,277909400
2010-06-02,83.3636245727539,83.37117626587303,81.232876888959,81.66355974744995,240243700
2010-06-03,83.6507797241211,83.9152332107492,82.79697110596362,83.60544648774304,226618300
2010-06-04,80.7115478515625,82.60806683775105,80.43953693064888,82.06404499592381,398475600
2010-06-07,79.70662689208984,81.3084685012843,79.64618449836176,80.99867601306806,264609100
2010-06-08,80.5604248046875,80.71909686450654,79.07192235564132,79.76705874093977,357774300
2010-06-09,80.1297378540039,81.81468804656585,79.78972137308467,81.02887948144532,268023300
2010-06-10,82.4720458984375,82.57026980407818,80.12217773998154,81.49734124221106,317890600
2010-06-11,82.87248992919922,82.9253806019584,81.6937802136228,81.74667088638198,214128200
2010-06-14,82.74407196044922,83.96056363938804,82.66095719247303,83.50720826328052,207196100
2010-06-15,84.6254653930664,84.70102269137975,83.18229620727652,83.3258591093285,238268700
2010-06-16,84.59524536132812,84.94281356189224,84.02099949034483,84.18722901336521,216374000
2010-06-17,84.73123168945312,84.87479456596444,83.90764748444919,84.83701304120315,263185800
2010-06-18,84.82310485839844,85.12677194158849,84.54979984986473,84.89902162919594,174006600
2010-06-21,84.58018493652344,85.93911104907808,84.10949159442372,85.87838109532288,213140700
2010-06-22,83.18328857421875,84.95217800773982,83.06182287925556,84.58018171481095,239355400
2010-06-23,82.92514038085938,83.53248022032399,82.35575602331787,83.23640081776858,254639900
2010-06-24,81.5510482788086,82.62149399359191,81.33847897739663,82.51520934288592,268523600
2010-06-25,81.8927001953125,82.31024547282773,81.0575980561214,81.79400314681884,238726500
2010-06-28,81.63455963134766,82.2343120500174,81.33848012988882,82.01414932984147,169218600
2010-06-29,79.11408996582031,81.6193844732372,78.61303453958467,80.48820291991818,373649500
2010-06-30,78.36251831054688,79.62275341973772,78.10439423772233,78.89394170742001,284101700
2010-07-01,78.01329040527344,78.56748822060256,76.77582405998974,78.30936995967232,382924800
2010-07-02,77.58814239501953,78.51434230950632,77.14782268806803,78.2789985185426,233385200
2010-07-06,78.0967788696289,79.23554785161316,77.34518717122273,78.68134439853293,256935300
2010-07-07,80.55648803710938,80.65517922672001,78.21062180213224,78.29413195952446,253769400
2010-07-08,81.35365295410156,81.44475075912442,80.40467887125926,81.23218149130024,210842100
2010-07-09,81.96099853515625,81.9685919501237,81.17904476378664,81.33087831066437,144999900
2010-07-12,82.0141372680664,82.17356422293747,81.3460615821193,81.68768994368898,131283600
2010-07-13,83.25162506103516,83.57806667901498,82.6974214887647,82.86444190210867,213025900
2010-07-14,83.24401092529297,83.57045825410111,82.64425858668831,82.98588695289476,184426800
2010-07-15,83.26677703857422,83.55526305687825,82.12041479518042,83.21363472488459,232337900
2010-07-16,80.97409057617188,82.9099948815326,80.81465777956186,82.81889125376689,282693400
2010-07-19,81.45237731933594,81.71049559470872,80.6400554055444,81.27017584306806,186709000
2010-07-20,82.35580444335938,82.4165344085572,80.336383954456,80.37434525077516,258162400
2010-07-21,81.2853012084961,82.8036593188945,80.95126057074395,82.78088487397078,264527000
2010-07-22,83.09977722167969,83.46418588567079,82.24190657664454,82.24949420041993,274781300
2010-07-23,83.82099914550781,83.9424648359041,82.69741110092691,82.9327548581241,222020800
2010-07-26,84.69406127929688,84.77757148580241,83.72990588429631,83.96524967058657,184445700
2010-07-27,84.68645477294922,85.2482458433907,84.35241402140528,85.15714224058458,204855600
2010-07-28,84.13983917236328,84.76995935123114,83.85894075969158,84.51183538973426,163056200
2010-07-29,83.72988891601562,84.89143236300758,83.06181319144002,84.66367624740661,220149100
2010-07-30,83.7147216796875,84.16264060065261,82.73538521278951,82.87962538049015,220070600
2010-08-02,85.60504150390625,85.7416939808783,84.67884202577099,85.02047032216251,188263200
2010-08-03,85.19512939453125,85.61267466867972,84.91423087797007,85.39251769784667,146657300
2010-08-04,85.7645034790039,85.87078813874383,85.14956997735437,85.43046266720438,158171700
2010-08-05,85.67338562011719,85.71894031820526,85.08882008870735,85.21787918378661,140473800
2010-08-06,85.32415771484375,85.46081021516356,84.20816326091159,84.83069003079562,239728300
2010-08-09,85.77964782714844,85.92389371455678,85.27099920281395,85.72650552001016,120800400
2010-08-10,85.31656646728516,85.77207867463939,84.5497995552007,85.05085487438073,242916300
2010-08-11,82.97828674316406,84.0335453406634,82.84163425899477,84.00317747839495,273406900
2010-08-12,82.46965026855469,82.76572975012022,81.68769646892888,81.72565775305932,239542600
2010-08-13,82.22669982910156,82.7201674827038,82.12800861521225,82.21151879314853,158698500
2010-08-16,82.18876647949219,82.45447812081952,81.36885130732841,81.66493082081877,147895300
2010-08-17,83.1984634399414,83.80580924592444,82.65944678836892,82.89479632902875,172270300
2010-08-18,83.35028839111328,83.79820135680058,82.68221275358587,83.16049358353503,182922100
2010-08-19,81.9002685546875,83.12254780680183,81.55864015416715,82.9175719249054,265847600
2010-08-20,81.63455963134766,81.94582596431057,81.04240062842997,81.65733408652463,209714200
2010-08-23,81.32328033447266,82.42408788938836,81.28531905654681,82.0217238285168,163490300
2010-08-24,80.11620330810547,80.76909807301602,79.69106468614672,80.43505727457453,280677800
2010-08-25,80.42743682861328,80.73110383918485,79.17479013773615,79.67584533884083,272234800
2010-08-26,79.88846588134766,80.91335710627594,79.62274840755714,80.80707243359183,224439500
2010-08-27,81.12590026855469,81.20941045472249,79.1899907413244,80.38949542257235,272649000
2010-08-30,79.94918060302734,81.16387227429762,79.94159297933929,80.91334168269218,167238600
2010-08-31,79.94918060302734,80.4578352020054,79.32665372793694,79.65310110097698,273933100
2010-09-01,82.340576171875,82.45445421144524,80.97405707326523,81.02719938612098,256828100
2010-09-02,83.10735321044922,83.12253424689584,82.36335499884873,82.5379687744139,156112200
2010-09-03,84.18537902832031,84.26129578810455,83.471748743778,83.91966747303674,212197300
2010-09-07,83.23639678955078,83.89688469748248,83.16807345014936,83.79060008591787,141973700
2010-09-08,83.82099914550781,84.15503413815694,83.36548687830424,83.40344816459756,149924400
2010-09-09,84.20818328857422,84.78516129293665,83.98043292859293,84.76238683614648,147017900
2010-09-10,84.63331604003906,84.73200726987007,84.1702161756158,84.36001101211455,127819000
2010-09-13,85.57469940185547,85.74930741316422,85.12678056225688,85.46841475356,178503500
2010-09-14,85.52155303955078,86.00742734941065,85.08882105132938,85.40767498116017,209823600
2010-09-15,85.8479995727539,85.94669079998397,85.01290347258349,85.27102166322148,168608400
2010-09-16,85.82524108886719,85.87838341989115,85.29381198654796,85.58230389103201,199962900
2010-09-17,85.85728454589844,86.36102819684672,85.62068085577347,86.27707092168866,195836900
2010-09-20,87.17007446289062,87.36088541456225,85.8801905662023,86.15495880245648,214555200
2010-09-21,86.9945297241211,87.65091402611236,86.63580421121871,87.23876750393515,268389100
2010-09-22,86.56709289550781,87.34560467503029,86.32285516181362,86.8571292076419,191322400
2010-09-23,85.86489868164062,86.75789223038902,85.6206609805363,85.85726461573815,202354300
2010-09-24,87.63561248779297,87.69667336118833,86.74261905095584,86.81894223115737,209671800
2010-09-27,87.21585083007812,87.76538719926579,87.13189938436776,87.66616761936297,128761800
2010-09-28,87.5211410522461,87.80354327680718,86.38390973381189,87.33033015477992,209207500
2010-09-29,87.36849975585938,87.70432881836162,87.02503662654931,87.29980480076264,179665800
2010-09-30,87.10901641845703,88.37600397420285,86.69686405055496,87.81120516919111,287106700
2010-10-01,87.47532653808594,87.86458230254192,86.95632079317299,87.7653569337695,174638700
2010-10-04,86.8189926147461,87.65855973035886,86.38394382973202,87.2922059235516,166153200
2010-10-05,88.5667953491211,88.78050264305712,87.52114943454899,87.62037483751001,229634100
2010-10-06,88.55917358398438,88.78814904391592,88.20044808086597,88.5515395158299,148626600
2010-10-07,88.4522933959961,88.9407687958113,87.91802524716262,88.91787242130216,164860000
2010-10-08,88.94842529296875,89.192663054469,88.23860838875125,88.57443749447191,177760100
2010-10-11,89.0323486328125,89.27658630121633,88.72705009153638,89.08577544080443,103098300
2010-10-12,89.30713653564453,89.56663656825086,88.26912475904601,88.74233207099556,182210000
2010-10-13,90.00167846679688,90.48252563246733,89.58952624897343,89.8032393354304,194347200
2010-10-14,89.6506118774414,90.07039827714236,89.08581312218833,89.917746030393,217764300
2010-10-15,89.83378601074219,90.32989560714378,89.11634085370788,90.27646877818285,243705000
2010-10-18,90.2764663696289,90.57413095491073,89.5361190287171,89.86431406160314,141204800
2010-10-19,89.09344482421875,89.94827409096196,88.55153664150993,89.44453624778652,280604700
2010-10-20,89.96350860595703,90.39855714465062,89.2002651469798,89.25369195618478,200051800
2010-10-21,90.16197204589844,90.89468526549354,89.45978927167235,90.3680510963675,221585500
2010-10-22,90.32987213134766,90.4672562019836,90.06273805596837,90.29934169086344,108212400
2010-10-25,90.59698486328125,91.40602678779831,90.52829575568857,90.93281380640474,151145700
2010-10-26,90.61225891113281,90.70384439390628,89.96350317478519,90.13904589882442,158982900
2010-10-27,90.35279083251953,90.45201624438381,89.49796158007364,89.97880303457445,190024000
2010-10-28,90.36803436279297,90.90993656580225,89.93298578724546,90.8717720603862,168576000
2010-10-29,90.43673706054688,90.61228565949243,90.11617613004125,90.27645659529406,144305500
2010-11-01,90.46727752685547,91.39843580031469,89.94827156245628,90.87942983591549,174074800
2010-11-02,91.18472290039062,91.39843019796959,90.90232064396862,91.14655838735703,158345900
2010-11-03,91.55103302001953,91.60445981897985,90.40616805108348,91.34495988776816,226702800
2010-11-04,93.3141860961914,93.35997885956544,91.56635714266449,92.56620463025052,215039400
2010-11-05,93.66525268554688,93.81789907168692,93.2531004552651,93.37521639955986,180654100
2010-11-08,93.48970794677734,93.64236016228371,93.06992745607968,93.3752202409192,156107100
2010-11-09,92.81806945800781,93.84081324996221,92.44408166485452,93.74159366245674,186621600
2010-11-10,93.19203186035156,93.23783043087305,92.09296516029603,92.79514779537598,221387400
2010-11-11,92.84097290039062,92.97835701366536,92.10825957062131,92.3906618654327,158017600
2010-11-12,91.74187469482422,92.61960596408098,91.32209422558755,92.21508780407137,239068800
2010-11-15,91.6121597290039,92.39067172836481,91.57400102979668,92.03194618190327,163940800
2010-11-16,90.18489074707031,91.20000058164644,89.74983618828155,91.04735414996091,299566200
2010-11-17,90.23064422607422,90.60463189703343,89.9558761102022,90.22301016088734,172308900
2010-11-18,91.55870056152344,91.88689553887777,91.09312150473971,91.10075557112093,197723700
2010-11-19,91.81056213378906,91.84872081527841,91.01678818792907,91.5128976319773,156852900
2010-11-22,91.73429870605469,91.77245741240169,90.65048779480405,91.35267670404676,181361000
2010-11-23,90.40620422363281,90.84125285297304,90.05511285812024,90.65044194847142,222309000
2010-11-24,91.74187469482422,91.76477689329427,90.96336881634542,90.97863112557248,140046100
2010-11-26,90.67335510253906,91.44422705723127,90.67335510253906,90.94812330406273,76007800
2010-11-29,90.9480972290039,91.19233491332498,89.86428704568627,90.44435372960596,223642300
2010-11-30,90.43673706054688,90.95574296745032,89.91773115364342,90.04748699768442,233930700
2010-12-01,92.360107421875,92.53565018468039,91.73424791800846,91.74187616120076,221037200
2010-12-02,93.5431137084961,93.61180864578137,92.45167536144251,92.50510216907092,191213600
2010-12-03,93.79503631591797,93.90188998913386,93.19970704426136,93.22260342808069,151288900
2010-12-06,93.69577026367188,93.90947750416211,93.4973253304657,93.596544885526,103050500
2010-12-07,93.74922180175781,94.64984956929806,93.69579497754302,94.59642274508326,206581000
2010-12-08,94.09268188476562,94.16900508972674,93.42866359620793,93.86371226988228,138019200
2010-12-09,94.45903778076172,94.65747694139597,93.99345867842736,94.61931825192957,123705100
2010-12-10,95.00856018066406,95.10014568038488,94.43612751506413,94.74905434425393,117571700
2010-12-13,95.06964111328125,95.55811665502148,95.03911066403651,95.44363474921344,133812700
2010-12-14,95.153564453125,95.58098476700931,94.86353402338105,95.214625329835,147249600
2010-12-15,94.7185287475586,95.35202232742897,94.55824829176365,94.97803459724076,160823100
2010-12-16,95.2680435180664,95.33673845391871,94.45137329101898,94.77956819477178,185035200
2010-12-17,95.3701400756836,95.49289827099284,95.00185378233174,95.20134243513533,141075300
2010-12-20,95.60031127929688,95.83049093807706,95.12461523659523,95.63100229071502,119085500
2010-12-21,96.2064208984375,96.26780290552385,95.80744955979699,95.89951671671614,94965500
2010-12-22,96.50566864013672,96.53635964933252,96.22178704907057,96.27549485173536,78878100
2010-12-23,96.36752319335938,96.50562975223336,96.12967528507438,96.39821419018794,70053700
2010-12-27,96.40591430664062,96.49798146815523,95.93788672323913,96.00693709437509,58126000
2010-12-28,96.54400634765625,96.63607349529082,96.29080998424159,96.597714135013,55309100
2010-12-29,96.61306762695312,96.82789880065897,96.59772505185003,96.65910705968327,58033100
2010-12-30,96.45964813232422,96.7742207752396,96.31386728230532,96.52103015903872,76616900
2010-12-31,96.4826431274414,96.5747161467081,96.16039634057438,96.3138455189746,91218900
2011-01-03,97.4800796508789,97.90206781531641,96.44427721609844,97.21920902501147,138725200
2011-01-04,97.4263916015625,97.72562165555338,96.82025727704676,97.6949306431297,137409700
2011-01-05,97.93278503417969,97.99416706301457,97.0274205968588,97.11949364011113,133975300
2011-01-06,97.74095916748047,98.07855443292621,97.44940334513937,97.97113882186834,122519000
2011-01-07,97.54913330078125,98.03250349385834,96.78954989631409,97.87138009616598,156034600
2011-01-10,97.4263916015625,97.56449823061307,96.82792563986864,97.11948733103766,122401700
2011-01-11,97.77166748046875,98.00951553937168,97.40338113901674,97.77934169796288,110287000
2011-01-12,98.65398406982422,98.76139966602486,97.79465344650814,98.37010250288436,107929200
2011-01-13,98.49284362792969,98.7383716527247,98.24732731055526,98.69233807493079,129048400
2011-01-14,99.20642852783203,99.22944532353192,98.28572157756419,98.35477196466387,117677900
2011-01-18,99.37519073486328,99.46725788483553,98.99923036011009,99.1143142975754,114401300
2011-01-19,98.40080261230469,99.3905599200626,98.13993779722725,99.29082437748812,151958400
2011-01-20,98.27037048339844,98.5158868666899,97.54147213493941,98.17829744938024,175745700
2011-01-21,98.49284362792969,99.10665198249663,98.38542804393701,98.88415245401917,151462900
2011-01-24,99.05293273925781,99.16801666363698,98.40842764047886,98.4314444253547,113715500
2011-01-25,99.10665893554688,99.19105773656376,98.29336778434114,98.79208052199101,167552200
2011-01-26,99.49031066894531,99.78187235924067,99.15271538700843,99.35220989402066,141281500
2011-01-27,99.73580169677734,99.90459927500538,99.3368245384729,99.51329047664957,123302700
2011-01-28,97.99412536621094,100.01201626612347,97.83300199936221,99.85088704556478,295637300
2011-01-31,98.73068237304688,98.80741280049138,98.017138568975,98.26266657086178,149249200
2011-02-01,100.31126403808594,100.4877300101178,99.26779322131236,99.32917523493693,167194300
2011-02-02,100.11945343017578,100.3879865791105,99.99668939827407,100.05039134509204,118323600
2011-02-03,100.34192657470703,100.4953757204709,99.41355163301303,99.94294942978547,145886700
2011-02-04,100.62580108642578,100.66416629705529,99.91992569903357,100.38028481175041,134634800
2011-02-07,101.25495910644531,101.5848741659253,100.84063355800683,100.848313624686,112439100
2011-02-08,101.71534729003906,101.76904923504473,101.07084199801645,101.34705520676269,99072800
2011-02-09,101.48517608642578,101.76138931809312,100.97878321046517,101.43914249905174,146436700
2011-02-10,101.52354431152344,101.63862828335905,100.74093818077107,100.97111783186568,162708500
2011-02-11,102.12967681884766,102.26010922794217,101.10155427133287,101.12457106661873,137710300
2011-02-14,102.37516784667969,102.45956664429742,101.953185566012,102.06826951393573,101690700
2011-02-15,102.0529556274414,102.21408491649383,101.52355758038325,102.06063569818313,119575400
2011-02-16,102.69741821289062,102.82017051185049,102.19102546713859,102.39818826447716,130183500
2011-02-17,103.00431060791016,103.1424113265941,102.30610353255634,102.39818238576498,109810500
2011-02-18,103.21916961669922,103.34193364917093,102.85855758845264,103.0964055842275,130002400
2011-02-22,101.14757537841797,103.24218544288487,100.87136216165358,102.1373325758273,233116400
2011-02-23,100.52608489990234,101.33170764821688,99.90460817353481,101.0861796189542,227584000
2011-02-24,100.45704650878906,100.8483554342558,99.51332280208285,100.41869298916755,260431400
2011-02-25,101.53121948242188,101.59260150732489,100.81766368692054,100.87904571182355,141686900
2011-02-28,102.16033172607422,102.29077580396681,101.56955187877429,101.90714705290019,141585500
2011-03-01,100.45704650878906,102.57468528447188,100.42636135160714,102.48261810550257,258565500
2011-03-02,100.67189025878906,101.13991793473473,100.01204815347916,100.31894655749245,200277400
2011-03-03,102.40589141845703,102.52097539640208,101.5772516549806,101.58492001770227,176480100
2011-03-04,101.63862609863281,102.52864781977517,100.97111566148762,102.3291533296504,277202300
2011-03-07,100.84066009521484,102.16802416396023,100.31126218887853,101.9378445439669,216790400
2011-03-08,101.72301483154297,102.04526162124574,100.56446006089097,101.00179080855116,174615000
2011-03-09,101.5772476196289,101.89182609008017,100.97111918082456,101.52354566786263,153806000
2011-03-10,99.69746398925781,100.64885601185208,99.59771674530596,100.51075525015536,301291800
2011-03-11,100.38795471191406,100.74856662401349,99.35216425352911,99.37518103877642,225621800
2011-03-14,99.78185272216797,100.11176786895454,99.02226348729714,99.73581913958581,234974100
2011-03-15,98.63862609863281,99.22941767430164,97.05807746138181,97.12712782924133,359585400
2011-03-16,96.81256103515625,98.64631202458351,96.1220280470032,98.32405354059418,468670300
2011-03-17,98.09387969970703,98.50819949225824,97.51843651900435,98.20896950658971,254303700
2011-03-18,98.4507064819336,99.31377050681623,98.25805873452484,99.28294028259101,230435400
2011-03-21,99.97643280029297,100.1844838049124,99.56030727449429,99.67590292422945,153992600
2011-03-22,99.62967681884766,100.09203599037535,99.53720968785498,99.96103696870834,129538600
2011-03-23,99.914794921875,100.17679294296913,98.88220618583495,99.35225523400203,148603100
2011-03-24,100.87030029296875,101.01671438169821,99.92247718998183,100.48500501032444,159129800
2011-03-25,101.17858123779297,101.61781190920614,100.86263616642711,101.13234766798982,155642800
2011-03-28,100.93197631835938,101.6563335274753,100.90115786103367,101.39433548621952,109762400
2011-03-29,101.6100845336914,101.6409029863376,100.51584721140755,100.8471955500452,129798800
2011-03-30,102.31132507324219,102.61185495987836,101.9953800811097,102.14179418762379,135835000
2011-03-31,102.17262268066406,102.45774924810314,102.06474044814917,102.18033611331036,132537100
2011-04-01,102.60413360595703,103.08190777321111,102.35755072845635,102.80449468709821,153850100
2011-04-04,102.68891906738281,103.00486409673309,102.39610257814165,102.81991808383206,100768900
2011-04-05,102.67352294921875,103.12816870155231,102.44234335638188,102.48857692329275,120791500
2011-04-06,102.99716186523438,103.25915989671607,102.58103627802781,103.16669276990645,120411600
2011-04-07,102.73513793945312,103.24371876700035,102.22654535362723,102.81218993961305,170731500
2011-04-08,102.38069152832031,103.25146287260186,101.95686424755132,103.18981419919163,147945400
2011-04-11,102.07247161865234,102.83534905319203,101.8258768967478,102.48858551401185,121385400
2011-04-12,101.3095474243164,101.70254439850599,100.9396672275333,101.50219507489003,161187400
2011-04-13,101.30187225341797,101.856686814601,100.91657685147148,101.77963478918122,162059000
